Id,Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Default,Cred_length,Home_MORTGAGE,Home_OTHER,Home_OWN,Home_RENT,Intent_DEBTCONSOLIDATION,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE
1576,22,27996,4.0,5500,10.38,0,0.2,0,2,True,False,False,False,False,False,False,True,False,False
1577,26,33600,6.0,1500,19.41,0,0.04,0,4,False,False,False,True,False,False,False,True,False,False
1578,23,33996,1.0,1500,6.99,0,0.04,0,4,False,False,False,True,False,True,False,False,False,False
1579,25,34942,7.0,1500,10.99,0,0.04,0,4,False,False,False,True,False,False,False,False,True,False
1580,21,35000,3.0,1500,5.79,0,0.04,0,2,False,False,False,True,False,True,False,False,False,False
1581,25,35000,1.0,1500,10.0,0,0.04,0,4,False,False,False,True,False,False,False,True,False,False
1582,23,35000,6.0,1500,8.88,0,0.04,0,3,False,False,False,True,True,False,False,False,False,False
1583,21,27996,5.0,10000,9.63,0,0.36,0,4,True,False,False,False,False,True,False,False,False,False
1584,24,35000,9.0,1500,,0,0.04,0,3,False,False,False,True,False,True,False,False,False,False
1585,23,29004,7.0,1500,14.59,1,0.05,1,2,False,False,False,True,True,False,False,False,False,False
1586,24,36000,2.0,1500,15.23,0,0.04,0,2,False,False,False,True,False,True,False,False,False,False
1587,24,36000,5.0,1500,10.0,0,0.04,0,3,False,False,False,True,False,False,False,False,True,False
1588,22,28000,1.0,12300,6.62,0,0.44,0,2,False,False,True,False,False,False,False,False,False,True
1589,21,36000,0.0,1500,10.37,0,0.04,0,4,False,False,False,True,False,True,False,False,False,False
1590,24,30996,0.0,1500,15.99,1,0.05,1,2,False,False,False,True,False,False,True,False,False,False
1591,22,38000,2.0,1500,13.22,0,0.04,1,2,False,False,False,True,False,True,False,False,False,False
1592,25,28000,,9600,6.03,0,0.34,0,3,True,False,False,False,False,False,False,True,False,False
1593,23,28000,7.0,9500,15.62,1,0.34,0,2,True,False,False,False,True,False,False,False,False,False
1594,23,28000,5.0,2500,5.99,0,0.09,0,2,True,False,False,False,False,False,False,True,False,False
1595,23,38000,4.0,1500,8.32,0,0.04,0,3,False,False,False,True,False,False,False,False,False,True
1596,23,28000,6.0,7000,9.99,0,0.25,0,4,False,False,True,False,False,False,False,False,False,True
1597,24,39000,8.0,1500,15.62,0,0.04,1,3,False,False,False,True,False,False,False,True,False,False
1598,25,33996,8.0,1500,16.82,1,0.04,0,4,False,False,False,True,False,False,False,True,False,False
1599,23,40000,7.0,1500,13.99,0,0.04,1,2,False,False,False,True,False,False,False,False,False,True
1600,21,28000,2.0,1000,12.99,0,0.04,1,4,True,False,False,False,False,True,False,False,False,False
1601,22,28000,6.0,10000,10.99,0,0.36,0,3,True,False,False,False,False,False,False,False,True,False
1602,24,34000,3.0,1500,8.94,1,0.04,0,2,False,False,False,True,True,False,False,False,False,False
1603,21,40000,5.0,1500,12.18,0,0.04,0,4,False,False,False,True,False,True,False,False,False,False
1604,23,40000,0.0,1500,11.78,0,0.04,0,2,False,False,False,True,False,False,False,False,False,True
1605,22,34980,3.0,1500,12.23,1,0.04,1,4,False,False,False,True,True,False,False,False,False,False
1606,26,28000,8.0,4500,,1,0.16,0,2,True,False,False,False,False,False,False,False,True,False
1607,23,28000,2.0,8400,10.99,0,0.3,0,2,True,False,False,False,False,False,False,False,False,True
1608,21,41004,5.0,1500,,0,0.04,0,3,False,False,False,True,False,True,False,False,False,False
1609,21,42000,5.0,1500,5.79,0,0.04,0,3,False,False,False,True,False,True,False,False,False,False
1610,22,36000,0.0,1500,13.16,1,0.04,1,4,False,False,False,True,False,True,False,False,False,False
1611,23,42000,3.0,1500,10.71,0,0.04,0,2,False,False,False,True,True,False,False,False,False,False
1612,25,42769,3.0,1500,7.49,0,0.04,0,3,False,False,False,True,False,True,False,False,False,False
1613,23,28000,5.0,4000,6.92,0,0.14,0,4,True,False,False,False,False,True,False,False,False,False
1614,23,44400,0.0,1500,11.63,0,0.03,0,2,False,False,False,True,False,True,False,False,False,False
1615,22,28000,5.0,8500,6.17,0,0.3,0,2,True,False,False,False,False,True,False,False,False,False
1616,24,39000,3.0,1500,8.49,1,0.04,0,3,False,False,False,True,False,True,False,False,False,False
1617,23,28000,4.0,5225,14.84,1,0.19,0,2,True,False,False,False,False,False,True,False,False,False
1618,23,45000,0.0,1500,7.51,0,0.03,0,4,False,False,False,True,False,True,False,False,False,False
1619,26,45000,3.0,1500,10.25,0,0.03,0,3,False,False,False,True,False,False,False,False,False,True
1620,25,48000,2.0,1500,10.36,0,0.03,0,3,False,False,False,True,False,False,False,True,False,False
1621,26,42000,1.0,1500,14.61,1,0.04,1,3,False,False,False,True,False,False,False,False,False,True
1622,22,42500,0.0,1500,17.19,1,0.04,1,4,False,False,False,True,False,False,False,True,False,False
1623,24,48720,2.0,1500,14.35,0,0.03,1,2,False,False,False,True,False,False,False,True,False,False
1624,24,50000,1.0,1500,14.26,0,0.03,0,2,False,False,False,True,True,False,False,False,False,False
1625,24,50400,8.0,1500,,0,0.03,0,4,False,False,False,True,True,False,False,False,False,False
1626,25,50500,0.0,1500,11.89,0,0.03,0,3,False,False,False,True,False,False,False,True,False,False
1627,24,51600,,1500,12.61,0,0.03,1,2,False,False,False,True,False,False,True,False,False,False
1628,26,51996,10.0,1500,13.85,0,0.03,1,4,False,False,False,True,False,False,False,False,False,True
1629,25,28000,4.0,12200,12.53,0,0.44,0,4,False,False,True,False,False,False,False,False,False,True
1630,22,28000,1.0,10750,11.14,0,0.38,0,2,True,False,False,False,True,False,False,False,False,False
1631,21,52000,5.0,1500,11.99,0,0.03,0,3,False,False,False,True,False,True,False,False,False,False
1632,24,54000,8.0,1500,14.17,0,0.03,1,2,False,False,False,True,False,False,False,True,False,False
1633,25,28000,3.0,5000,8.0,0,0.18,0,2,True,False,False,False,False,True,False,False,False,False
1634,26,28000,5.0,4000,15.37,0,0.14,0,3,False,False,True,False,False,False,False,False,True,False
1635,23,54000,7.0,1500,9.62,0,0.03,0,3,False,False,False,True,False,False,False,False,True,False
1636,25,28000,9.0,4000,7.68,0,0.14,0,2,True,False,False,False,False,False,False,True,False,False
1637,26,54000,1.0,1500,13.98,0,0.03,1,4,False,False,False,True,False,False,True,False,False,False
1638,24,28000,0.0,9000,10.83,1,0.32,0,3,False,True,False,False,False,True,False,False,False,False
1639,26,55400,1.0,1500,12.84,0,0.03,0,4,False,False,False,True,False,False,False,True,False,False
1640,25,57000,9.0,1500,,0,0.03,0,3,False,False,False,True,False,False,True,False,False,False
1641,21,51000,0.0,1500,15.58,1,0.03,1,4,False,False,False,True,False,False,True,False,False,False
1642,22,57160,2.0,1500,11.36,0,0.03,0,3,False,False,False,True,False,False,False,True,False,False
1643,24,57996,2.0,1500,10.75,0,0.03,0,4,False,False,False,True,True,False,False,False,False,False
1644,22,58000,6.0,1500,5.42,0,0.03,0,2,False,False,False,True,False,True,False,False,False,False
1645,22,60000,6.0,1500,13.57,0,0.03,1,2,False,False,False,True,False,False,False,True,False,False
1646,25,63000,0.0,1500,12.42,0,0.02,0,4,False,False,False,True,True,False,False,False,False,False
1647,25,63128,,1500,7.49,0,0.02,0,4,False,False,False,True,False,False,False,False,False,True
1648,22,71000,6.0,1500,6.99,0,0.02,0,3,False,False,False,True,False,True,False,False,False,False
1649,24,69764,2.0,1500,14.42,1,0.02,1,4,False,False,False,True,False,False,False,False,True,False
1650,25,28176,3.0,1000,9.63,0,0.04,0,4,False,False,True,False,False,False,False,True,False,False
1651,23,28296,,7000,,0,0.25,0,4,True,False,False,False,False,False,False,False,True,False
1652,26,96000,4.0,1500,,0,0.02,1,2,False,False,False,True,False,False,False,False,True,False
1653,23,155004,4.0,1500,,0,0.01,0,3,False,False,False,True,False,False,False,True,False,False
1654,23,10008,,1600,10.36,1,0.16,0,2,False,False,False,True,True,False,False,False,False,False
1655,24,28440,,6000,9.99,0,0.21,0,3,True,False,False,False,False,False,False,True,False,False
1656,21,12000,3.0,1600,10.59,1,0.13,0,2,False,False,False,True,False,True,False,False,False,False
1657,24,14400,0.0,1600,18.25,1,0.11,0,3,False,False,False,True,False,False,False,False,True,False
1658,24,15120,4.0,1600,7.51,0,0.11,0,3,False,False,False,True,False,False,False,True,False,False
1659,21,15360,0.0,1600,12.69,0,0.1,0,2,False,False,False,True,False,True,False,False,False,False
1660,22,21600,6.0,1600,,0,0.07,1,4,False,False,False,True,False,False,False,False,True,False
1661,24,28500,4.0,3500,14.59,0,0.12,0,3,False,False,True,False,False,False,False,False,False,True
1662,23,22800,0.0,1600,13.06,0,0.07,0,2,False,False,False,True,False,False,False,False,True,False
1663,22,20000,7.0,1675,7.74,0,0.08,0,3,False,False,False,True,False,True,False,False,False,False
1664,21,28500,0.0,4800,12.87,0,0.17,0,3,False,False,True,False,False,True,False,False,False,False
1665,22,28500,1.0,8500,7.68,0,0.3,0,4,True,False,False,False,True,False,False,False,False,False
1666,23,24960,3.0,1675,11.11,0,0.07,0,3,False,False,False,True,False,False,False,True,False,False
1667,23,28800,1.0,1675,15.21,1,0.06,1,2,False,False,False,True,False,False,False,False,True,False
1668,23,46300,0.0,1675,6.54,0,0.04,0,3,False,False,False,True,False,False,False,False,True,False
1669,24,60000,0.0,1675,6.54,0,0.03,0,4,False,False,False,True,False,False,True,False,False,False
1670,21,28596,3.0,2000,7.29,0,0.07,0,4,True,False,False,False,False,False,False,False,True,False
1671,23,17688,0.0,1700,11.11,0,0.1,0,3,False,False,False,True,False,False,False,False,True,False
1672,23,18600,2.0,1700,9.99,0,0.09,0,3,False,False,False,True,True,False,False,False,False,False
1673,23,28644,2.0,10000,10.75,0,0.35,0,2,True,False,False,False,False,True,False,False,False,False
1674,23,45000,2.0,1700,14.72,0,0.04,0,2,False,False,False,True,True,False,False,False,False,False
1675,21,28692,5.0,3000,10.75,0,0.1,0,2,True,False,False,False,False,True,False,False,False,False
1676,21,9600,0.0,1750,8.94,1,0.18,0,2,False,False,False,True,False,True,False,False,False,False
1677,21,28776,,8000,8.9,0,0.28,0,4,True,False,False,False,False,True,False,False,False,False
1678,26,28800,8.0,6000,8.9,0,0.21,0,3,False,False,True,False,False,True,False,False,False,False
1679,26,9840,5.0,1750,9.99,1,0.18,0,4,False,False,False,True,False,False,False,False,False,True
1680,22,28800,6.0,8875,8.9,0,0.31,0,3,False,False,True,False,False,True,False,False,False,False
1681,22,10000,,1750,14.72,1,0.17,1,3,False,False,False,True,True,False,False,False,False,False
1682,23,10000,1.0,1750,15.05,1,0.17,1,3,False,False,False,True,True,False,False,False,False,False
1683,26,28800,2.0,5150,6.62,0,0.18,0,2,True,False,False,False,False,False,False,False,False,True
1684,25,10008,,1750,7.49,1,0.17,0,3,False,False,False,True,False,False,False,False,False,True
1685,23,17000,0.0,1750,10.95,0,0.1,0,3,False,False,False,True,False,False,False,False,False,True
1686,26,22000,2.0,1750,,0,0.08,0,3,False,False,False,True,False,False,False,True,False,False
1687,23,22800,3.0,1750,15.7,1,0.08,1,2,False,False,False,True,False,False,False,False,True,False
1688,26,96000,2.0,1750,6.54,0,0.02,0,2,False,False,False,True,False,False,True,False,False,False
1689,23,22800,5.0,1775,6.99,0,0.08,0,4,False,False,False,True,False,True,False,False,False,False
1690,21,40000,0.0,1775,6.54,0,0.04,0,3,False,False,False,True,False,True,False,False,False,False
1691,23,45000,0.0,1775,12.72,0,0.04,1,2,False,False,False,True,False,True,False,False,False,False
1692,24,28800,8.0,1400,8.9,1,0.05,0,3,True,False,False,False,False,False,True,False,False,False
1693,24,14400,3.0,1800,6.92,0,0.13,0,3,False,False,False,True,True,False,False,False,False,False
1694,23,28800,6.0,5000,11.99,0,0.17,0,3,True,False,False,False,False,False,False,True,False,False
1695,24,28800,6.0,6075,8.49,0,0.21,0,2,True,False,False,False,True,False,False,False,False,False
1696,24,28800,1.0,3500,9.99,0,0.12,0,4,True,False,False,False,False,False,False,False,True,False
1697,21,18000,5.0,1800,6.62,0,0.1,0,3,False,False,False,True,False,False,False,False,True,False
1698,23,28800,,10625,,0,0.37,0,2,True,False,False,False,False,False,False,True,False,False
1699,26,18000,1.0,1800,13.8,0,0.1,1,3,False,False,False,True,False,False,False,False,False,True
1700,22,18000,1.0,1800,12.18,1,0.1,0,3,False,False,False,True,False,False,False,True,False,False
1701,24,28800,,7500,8.49,0,0.26,0,2,False,False,True,False,False,True,False,False,False,False
1702,22,28800,0.0,11500,,0,0.4,0,3,True,False,False,False,False,False,False,False,False,True
1703,22,28800,2.0,10000,7.49,0,0.35,0,2,True,False,False,False,False,False,False,True,False,False
1704,24,21000,2.0,1800,10.65,0,0.09,0,2,False,False,False,True,False,False,False,True,False,False
1705,21,28800,0.0,5000,7.49,0,0.17,0,3,True,False,False,False,True,False,False,False,False,False
1706,22,28800,2.0,10000,16.49,0,0.35,0,4,False,False,True,False,True,False,False,False,False,False
1707,26,22584,,1800,8.49,0,0.08,0,2,False,False,False,True,False,False,False,False,True,False
1708,23,28800,0.0,6000,7.49,0,0.21,0,2,True,False,False,False,False,False,False,True,False,False
1709,24,24000,0.0,1800,11.26,0,0.07,0,2,False,False,False,True,False,False,False,True,False,False
1710,23,25000,2.0,1800,12.69,1,0.07,0,3,False,False,False,True,False,False,False,True,False,False
1711,25,28800,,1000,5.42,0,0.03,0,3,True,False,False,False,False,True,False,False,False,False
1712,22,28800,2.0,2000,,0,0.07,0,2,False,False,True,False,False,False,False,False,True,False
1713,25,28000,0.0,1800,12.53,0,0.06,0,3,False,False,False,True,False,False,False,True,False,False
1714,22,45000,4.0,1800,16.49,0,0.04,0,4,False,False,False,True,False,False,False,False,False,True
1715,25,45000,2.0,1800,12.61,0,0.04,1,4,False,False,False,True,True,False,False,False,False,False
1716,23,28800,2.0,3000,11.11,0,0.1,0,4,False,False,True,False,False,False,False,False,True,False
1717,23,28800,7.0,8400,9.63,0,0.29,0,3,True,False,False,False,True,False,False,False,False,False
1718,26,45000,5.0,1800,14.11,0,0.04,1,2,False,False,False,True,False,False,False,True,False,False
1719,24,28800,8.0,6000,10.74,0,0.21,0,2,False,False,True,False,False,False,False,False,False,True
1720,22,45336,6.0,1800,15.21,0,0.04,0,3,False,False,False,True,False,False,False,False,False,True
1721,23,48000,4.0,1800,11.49,0,0.04,0,4,False,False,False,True,False,False,False,False,True,False
1722,21,48000,1.0,1800,13.35,0,0.04,1,2,False,False,False,True,True,False,False,False,False,False
1723,23,50960,7.0,1800,16.02,0,0.04,0,2,False,False,False,True,False,False,False,False,False,True
1724,21,28800,2.0,5500,13.23,0,0.19,1,2,True,False,False,False,False,False,False,False,True,False
1725,22,57000,0.0,1800,14.27,0,0.03,0,3,False,False,False,True,True,False,False,False,False,False
1726,22,58000,3.0,1800,12.18,0,0.03,0,2,False,False,False,True,False,False,False,False,True,False
1727,22,71004,6.0,1800,11.12,0,0.03,0,4,False,False,False,True,False,True,False,False,False,False
1728,22,73000,1.0,1800,11.41,0,0.02,0,3,False,False,False,True,False,False,False,False,False,True
1729,26,75000,1.0,1800,9.25,0,0.02,0,2,False,False,False,True,False,False,False,False,False,True
1730,24,75000,5.0,1800,8.94,0,0.02,0,4,False,False,False,True,False,False,True,False,False,False
1731,24,28800,5.0,5500,,0,0.19,1,3,True,False,False,False,True,False,False,False,False,False
1732,21,14400,2.0,1825,15.62,1,0.13,0,2,False,False,False,True,False,False,False,False,False,True
1733,22,28800,,14500,9.88,0,0.5,0,2,True,False,False,False,False,False,False,False,True,False
1734,25,19200,0.0,1825,12.68,0,0.1,1,2,False,False,False,True,False,False,False,False,True,False
1735,25,28800,9.0,6250,10.25,0,0.22,0,2,True,False,False,False,False,False,True,False,False,False
1736,24,35000,4.0,1850,7.12,0,0.05,0,2,False,False,False,True,False,True,False,False,False,False
1737,21,13200,2.0,1875,6.99,0,0.14,0,3,False,False,False,True,True,False,False,False,False,False
1738,24,14400,1.0,1875,13.49,0,0.13,1,2,False,False,False,True,False,True,False,False,False,False
1739,26,19392,7.0,1900,,0,0.1,1,3,False,False,False,True,True,False,False,False,False,False
1740,22,26500,3.0,1900,7.29,1,0.07,0,3,False,False,False,True,True,False,False,False,False,False
1741,24,32000,5.0,1900,13.49,0,0.06,1,2,False,False,False,True,False,False,False,True,False,False
1742,23,30000,0.0,1925,12.18,0,0.06,0,2,False,False,False,True,False,False,False,False,True,False
1743,25,42000,4.0,1925,6.17,0,0.05,0,4,False,False,False,True,False,True,False,False,False,False
1744,23,16800,0.0,1950,10.37,0,0.12,0,2,False,False,False,True,True,False,False,False,False,False
1745,22,28880,4.0,2000,8.59,0,0.07,0,3,True,False,False,False,False,False,False,True,False,False
1746,24,31200,3.0,1950,13.11,0,0.06,1,4,False,False,False,True,False,False,False,True,False,False
1747,24,28900,2.0,5500,12.98,0,0.19,1,2,True,False,False,False,True,False,False,False,False,False
1748,24,28932,4.0,10000,,0,0.35,1,2,True,False,False,False,False,False,False,False,True,False
1749,24,10000,2.0,2000,10.25,1,0.2,0,2,False,False,False,True,True,False,False,False,False,False
1750,23,28989,0.0,10000,8.0,0,0.34,0,2,True,False,False,False,False,True,False,False,False,False
1751,23,12000,0.0,2000,7.74,1,0.17,0,4,False,False,False,True,False,True,False,False,False,False
1752,25,12000,2.0,2000,11.89,1,0.17,0,4,False,False,False,True,False,False,True,False,False,False
1753,21,14000,0.0,2000,,0,0.14,0,4,False,False,False,True,False,False,False,True,False,False
1754,23,29000,5.0,11500,7.9,0,0.4,0,4,True,False,False,False,True,False,False,False,False,False
1755,24,14400,4.0,2000,10.65,0,0.14,0,4,False,False,False,True,False,False,False,False,False,True
1756,26,14400,1.0,2000,17.49,1,0.14,0,4,False,False,False,True,False,False,False,False,True,False
1757,21,29000,0.0,4200,11.99,0,0.14,0,3,True,False,False,False,False,False,False,False,True,False
1758,26,14400,4.0,2000,10.37,0,0.14,0,2,False,False,False,True,False,False,False,False,True,False
1759,21,14400,0.0,2000,5.79,0,0.14,0,2,False,False,False,True,True,False,False,False,False,False
1760,26,14400,,2000,6.92,0,0.14,0,4,False,False,False,True,False,False,False,True,False,False
1761,26,29000,10.0,7200,8.49,0,0.25,0,4,True,False,False,False,False,False,True,False,False,False
1762,26,14400,2.0,2000,15.58,1,0.14,0,4,False,False,False,True,True,False,False,False,False,False
1763,25,15000,0.0,2000,7.88,0,0.13,0,4,False,False,False,True,False,False,False,True,False,False
1764,21,15600,0.0,2000,7.9,0,0.13,0,2,False,False,False,True,False,False,False,True,False,False
1765,24,15915,0.0,2000,15.05,1,0.13,1,4,False,False,False,True,False,False,False,False,True,False
1766,25,15996,1.0,2000,13.48,0,0.13,1,4,False,False,False,True,False,True,False,False,False,False
1767,24,17616,,2000,10.37,0,0.11,0,2,False,False,False,True,False,False,False,False,False,True
1768,25,18000,4.0,2000,7.51,1,0.11,0,4,False,False,False,True,True,False,False,False,False,False
1769,23,18000,2.0,2000,14.79,0,0.11,0,3,False,False,False,True,False,True,False,False,False,False
1770,21,18000,1.0,2000,5.42,0,0.11,0,3,False,False,False,True,False,True,False,False,False,False
1771,26,18000,2.0,2000,13.3,1,0.11,0,2,False,False,False,True,False,True,False,False,False,False
1772,22,19176,3.0,2000,14.22,0,0.1,1,2,False,False,False,True,False,False,False,False,False,True
1773,24,29000,1.0,20000,10.62,0,0.69,0,3,True,False,False,False,False,False,True,False,False,False
1774,24,19200,2.0,2000,13.49,0,0.1,0,4,False,False,False,True,False,False,False,True,False,False
1775,23,19200,2.0,2000,10.59,0,0.1,0,4,False,False,False,True,False,True,False,False,False,False
1776,26,19200,3.0,2000,6.17,0,0.1,0,4,False,False,False,True,False,False,False,True,False,False
1777,22,19728,5.0,2000,7.49,0,0.1,0,2,False,False,False,True,True,False,False,False,False,False
1778,21,20000,0.0,2000,,0,0.1,0,3,False,False,False,True,False,False,False,True,False,False
1779,26,20004,2.0,2000,8.59,1,0.1,0,3,False,False,False,True,False,True,False,False,False,False
1780,23,29004,2.0,6000,11.99,0,0.21,0,2,True,False,False,False,False,False,False,True,False,False
1781,22,29004,3.0,5000,9.25,0,0.17,0,4,True,False,False,False,False,False,False,False,False,True
1782,22,29004,6.0,2500,6.91,0,0.09,0,3,True,False,False,False,False,True,False,False,False,False
1783,22,21000,0.0,2000,14.22,0,0.1,1,3,False,False,False,True,False,True,False,False,False,False
1784,23,29004,1.0,2000,13.16,0,0.07,1,3,False,False,True,False,False,True,False,False,False,False
1785,21,21600,0.0,2000,11.71,1,0.09,0,2,False,False,False,True,True,False,False,False,False,False
1786,22,21600,1.0,2000,16.89,1,0.09,0,2,False,False,False,True,True,False,False,False,False,False
1787,23,22000,1.0,2000,13.99,0,0.09,0,2,False,False,False,True,False,False,False,False,False,True
1788,22,22000,0.0,2000,7.29,0,0.09,0,3,False,False,False,True,False,False,False,False,False,True
1789,23,22004,8.0,2000,10.39,0,0.09,0,3,False,False,False,True,False,True,False,False,False,False
1790,21,23040,3.0,2000,13.11,0,0.09,1,2,False,False,False,True,False,False,False,True,False,False
1791,22,23587,4.0,2000,11.89,1,0.08,0,4,False,False,False,True,False,False,True,False,False,False
1792,24,24000,8.0,2000,,0,0.08,0,3,False,False,False,True,False,False,False,True,False,False
1793,24,24000,,2000,12.69,1,0.08,0,2,False,False,False,True,False,False,True,False,False,False
1794,25,24000,4.0,2000,16.59,0,0.08,0,2,False,False,False,True,False,False,False,True,False,False
1795,21,24000,1.0,2000,18.39,1,0.08,1,3,False,False,False,True,False,False,False,False,True,False
1796,23,29120,0.0,6400,8.94,0,0.22,0,4,False,False,True,False,False,True,False,False,False,False
1797,23,24000,0.0,2000,12.61,0,0.08,1,3,False,False,False,True,False,True,False,False,False,False
1798,22,29124,0.0,8875,15.68,1,0.3,1,3,True,False,False,False,False,False,False,True,False,False
1799,25,24000,0.0,2000,10.38,0,0.08,0,4,False,False,False,True,False,False,False,False,True,False
1800,23,24000,0.0,2000,14.35,0,0.08,1,2,False,False,False,True,False,True,False,False,False,False
1801,22,24000,1.0,2000,13.11,0,0.08,1,4,False,False,False,True,False,True,False,False,False,False
1802,22,29184,,1800,5.42,0,0.06,0,4,False,False,True,False,False,False,False,True,False,False
1803,24,29200,6.0,2500,6.76,0,0.09,0,2,True,False,False,False,False,False,False,False,True,False
1804,24,29232,1.0,11000,11.71,1,0.38,0,4,True,False,False,False,False,False,False,False,True,False
1805,21,24000,5.0,2000,11.14,0,0.08,0,4,False,False,False,True,False,True,False,False,False,False
1806,25,29328,9.0,10000,7.74,0,0.34,0,3,True,False,False,False,True,False,False,False,False,False
1807,24,24000,1.0,2000,14.61,1,0.08,1,2,False,False,False,True,False,False,True,False,False,False
1808,24,24000,0.0,2000,16.0,1,0.08,1,2,False,False,False,True,False,False,False,False,False,True
1809,22,24432,0.0,2000,11.36,0,0.08,0,4,False,False,False,True,False,True,False,False,False,False
1810,22,24702,,2000,13.23,0,0.08,1,4,False,False,False,True,False,True,False,False,False,False
1811,24,25000,6.0,2000,6.62,0,0.08,0,4,False,False,False,True,False,False,False,False,True,False
1812,25,25000,,2000,9.91,0,0.08,0,4,False,False,False,True,False,False,False,False,False,True
1813,24,25200,8.0,2000,14.96,1,0.08,1,4,False,False,False,True,True,False,False,False,False,False
1814,21,25500,6.0,2000,13.47,0,0.08,0,2,False,False,False,True,False,True,False,False,False,False
1815,22,29553,2.0,6000,7.49,0,0.2,0,4,False,False,True,False,False,False,False,False,False,True
1816,25,26000,7.0,2000,12.99,0,0.08,1,4,False,False,False,True,False,False,False,True,False,False
1817,21,29664,5.0,5000,13.57,1,0.17,1,4,True,False,False,False,True,False,False,False,False,False
1818,23,29666,1.0,3000,9.32,0,0.1,0,3,False,True,False,False,False,False,False,False,False,True
1819,23,26496,1.0,2000,13.61,0,0.08,0,4,False,False,False,True,True,False,False,False,False,False
1820,23,27600,2.0,2000,13.99,1,0.07,0,3,False,False,False,True,True,False,False,False,False,False
1821,22,28800,3.0,2000,8.49,0,0.07,0,2,False,False,False,True,False,False,False,True,False,False
1822,26,30000,2.0,2000,11.71,1,0.07,0,2,False,False,False,True,False,True,False,False,False,False
1823,25,30000,0.0,2000,12.42,0,0.07,0,2,False,False,False,True,False,False,False,True,False,False
1824,21,30000,5.0,2000,13.43,0,0.07,0,4,False,False,False,True,False,True,False,False,False,False
1825,23,29952,1.0,4750,14.46,1,0.16,1,4,True,False,False,False,True,False,False,False,False,False
1826,24,30000,2.0,2000,7.66,0,0.07,0,3,False,False,False,True,True,False,False,False,False,False
1827,24,30000,5.0,2000,21.27,1,0.07,1,3,False,False,False,True,False,False,False,True,False,False
1828,22,29996,3.0,5400,12.84,0,0.18,0,4,True,False,False,False,False,True,False,False,False,False
1829,23,82000,7.0,15000,18.25,1,0.18,1,2,False,False,False,True,False,False,True,False,False,False
1830,22,70550,6.0,15000,16.77,1,0.18,1,2,False,False,False,True,False,False,False,True,False,False
1831,25,95000,4.0,15000,12.42,0,0.16,0,2,False,False,False,True,False,False,False,False,False,True
1832,23,95000,6.0,15000,9.88,0,0.16,0,4,False,False,False,True,False,True,False,False,False,False
1833,23,95000,7.0,15000,15.05,0,0.16,1,2,False,False,False,True,False,False,False,False,False,True
1834,25,30000,9.0,5000,6.03,0,0.17,0,3,True,False,False,False,False,False,False,False,False,True
1835,25,30000,4.0,6500,14.27,0,0.22,0,3,True,False,False,False,True,False,False,False,False,False
1836,22,30000,3.0,8000,13.49,0,0.27,0,2,False,False,True,False,False,True,False,False,False,False
1837,23,83600,7.0,15000,8.49,1,0.18,0,2,False,False,False,True,True,False,False,False,False,False
1838,25,96000,2.0,15000,8.88,0,0.16,0,2,False,False,False,True,False,True,False,False,False,False
1839,26,84000,7.0,15000,16.0,1,0.18,1,3,False,False,False,True,True,False,False,False,False,False
1840,25,96000,5.0,15000,11.58,0,0.16,0,4,False,False,False,True,False,False,False,True,False,False
1841,25,97440,9.0,15000,7.49,0,0.15,0,4,False,False,False,True,False,True,False,False,False,False
1842,23,99000,7.0,15000,6.99,0,0.15,0,4,False,False,False,True,False,False,False,False,True,False
1843,26,100000,5.0,15000,13.49,0,0.15,1,4,False,False,False,True,False,False,False,False,False,True
1844,21,30000,0.0,7125,7.51,1,0.24,0,4,True,False,False,False,False,False,False,True,False,False
1845,24,100000,4.0,15000,7.49,0,0.15,0,2,False,False,False,True,False,False,False,True,False,False
1846,26,100000,5.0,15000,6.99,0,0.15,0,2,False,False,False,True,False,True,False,False,False,False
1847,24,88000,2.0,15000,9.99,1,0.17,0,4,False,False,False,True,False,False,True,False,False,False
1848,25,30000,5.0,3600,12.42,0,0.12,0,4,True,False,False,False,False,True,False,False,False,False
1849,26,100000,0.0,15000,14.26,0,0.15,1,2,False,False,False,True,True,False,False,False,False,False
1850,24,100000,1.0,15000,11.89,0,0.15,0,2,False,False,False,True,False,False,False,False,False,True
1851,24,100896,7.0,15000,14.42,0,0.15,0,2,False,False,False,True,False,False,True,False,False,False
1852,24,102000,8.0,15000,14.22,0,0.15,0,4,False,False,False,True,False,False,True,False,False,False
1853,23,30000,1.0,5000,6.62,0,0.17,0,2,False,False,True,False,False,False,False,False,True,False
1854,24,105000,8.0,15000,10.95,0,0.14,0,3,False,False,False,True,True,False,False,False,False,False
1855,23,105504,5.0,15000,15.95,0,0.14,1,3,False,False,False,True,False,False,False,False,False,True
1856,21,30000,0.0,2400,11.71,0,0.08,0,3,True,False,False,False,False,True,False,False,False,False
1857,25,108820,4.0,15000,9.63,0,0.14,0,3,False,False,False,True,False,True,False,False,False,False
1858,24,109000,3.0,15000,10.65,0,0.14,0,3,False,False,False,True,False,True,False,False,False,False
1859,23,110000,7.0,15000,12.18,0,0.14,0,2,False,False,False,True,False,True,False,False,False,False
